Site,Date,Month,Year,Level (m ngvd29),SRP(mg/L),NH4,NO3,TDN,DOC(mg/L),Cl,SO4(mg/L),DON,Temp,Conductivity(mS/cm),DO (%),DO (mg/L),pH,Restoration day,prec
Inflow,10/25/13,10,2013,1.0281,0.0025,0.0538,0.009,1.636,56.434,15.348,1.153,1.573260817,15.33,0.086,6.7,0.65,3.44,2432,0
Inflow,11/1/13,11,2013,0.9551,0.0107,0.0711,0.05,2.001,73.772,22.62,0.958,1.879378902,14.04,0.128,5.6,0.56,3.19,2439,9.906
Inflow,11/8/13,11,2013,0.9706,0.0025,0.0335,0.046,2.072,80.513,23.726,0.717,1.992136523,12.88,0.131,5.9,0.6,2.46,2446,0
Inflow,11/17/13,11,2013,0.9221,0.0025,0.0422,0.007,1.849,75.473,23.64,0.62,1.799753512,9.36,0.133,7.2,0.8,3.54,2455,0.762
Inflow,11/23/13,11,2013,0.8998,0.0025,0.0383,0.045,1.952,75.805,22.937,1.632,1.868736691,10.82,0.13,13,1.25,2.82,2461,1.016
Inflow,11/29/13,11,2013,1.025,0.0025,0.005,1.232,2.285,25.386,13.992,8.658,1.047665942,6.9,0.109,57.2,7.19,3.47,2467,0
Inflow,12/4/13,12,2013,0.9904,0.0025,0.012,1.262,2.09,26.215,15.203,10.542,0.815673838,7.46,0.109,59.5,7.14,3.43,2472,1.27
Inflow,12/14/13,12,2013,1.0175,0.0025,0.0201,0.041,1.27,48.822,16.753,2.845,1.208085127,6.87,0.112,14.5,1.72,2.29,2482,22.606
Inflow,12/19/13,12,2013,1.0474,0.0025,0.0101,0.636,1.268,21.3,9.613,9.785,0.622027726,6.55,0.096,52.3,6.42,4.09,2487,0
Inflow,1/3/14,1,2014,1.0579,0.0025,0.026,0.076,0.935,35.694,14.172,0.361,0.832907929,7.39,0.113,15.5,1.85,2.16,2502,0
Inflow,1/8/14,1,2014,1.017,0.0025,0.0145,0.045,1.069,41.812,14.777,0.286,1.010122709,5.56,0.109,15.8,1.94,3.76,2507,0
Inflow,1/15/14,1,2014,1.1315,0.0025,0.0126,0.171,0.699,17.227,5.243,2.874,0.515725503,9.88,0.075,34.5,3.92,3.94,2514,0.254
Inflow,2/7/14,2,2014,1.082,0.0025,0.005,0.355,0.848,16.329,12.577,7.82,0.487823294,6.14,0.076,56.7,7.08,4.18,2537,0
Midpoint,2/27/07,2,2007,0.5942,0.0025,0.005,0.011,0.383793375,28.12648427,,,0.37,,,,,,0,0
Midpoint,3/6/07,3,2007,0.8059,0.00505,0.005,0.001,1.874528059,37.1292075,,,1.87,,,,,,7,0
Midpoint,3/13/07,3,2007,0.7554,0.00787,0.005,0.006,2.399223059,47.5065675,,,2.39,,,,,,14,0.254
Midpoint,3/20/07,3,2007,0.7231,0.0102,0.005,0.001,1.309,50.24,,,1.3,,,,,,21,0
Midpoint,3/27/07,3,2007,0.6931,0.0244,0.005,0.001,1.373,52.99,,,1.37,,,,,,28,0
Midpoint,4/3/07,4,2007,0.6697,0.0217,0.005,0.001,1.678,61.02,,,1.67,,,,,,35,0
Midpoint,4/11/07,4,2007,0.6507,0.049,0.005,0.001,1.484,54.93,,,1.48,,,,,,43,0
Midpoint,4/17/07,4,2007,0.8564,0.001,0.061,0.001,1.403,47.84,,,1.34,15.78,0.054,82,,4.38,49,1.778
Midpoint,4/24/07,4,2007,0.7844,0.00141,0.0147,0.01,1.182,43.95,,,1.16,21.56,0.06,65.8,,4.77,56,0
Midpoint,5/1/07,5,2007,0.7133,0.00416,0.0277,0.005,1.562,57.18,,,1.53,22.59,0.071,60.5,,4.82,63,0
Midpoint,5/8/07,5,2007,0.7031,0.0022,0.0901,0.006,1.514,59.99,,,1.42,18.96,0.174,70.5,,4.87,70,0.508
Midpoint,5/15/07,5,2007,0.7242,0.0288,0.128,0.001,1.654,57.81,,,1.53,,,,,,77,0
Midpoint,5/22/07,5,2007,0.7246,0.0146,0.0762,0.001,1.54,56.69,,,1.46,,,,,,84,0
Midpoint,5/30/07,5,2007,0.6469,0.0114,0.0447,0.001,1.881,64.15,,,1.84,25.84,0.078,60.2,,4.99,92,0
Midpoint,6/5/07,6,2007,0.7063,0,,0.001,1.869,66.17,,,1.87,22.36,0.078,61.4,,5.2,98,1.016
Midpoint,6/19/07,6,2007,0.6633,0.0445,0.333,0.012,2.193,77.34,13.44,0.992,1.85,21.59,0.085,71.6,,5.29,112,1.524
Midpoint,7/3/07,7,2007,0.6026,0.037,0.39,0.008,2.639,87.97,20.28,1.017,2.24,24.73,0.095,52.9,,5.44,126,0
Midpoint,7/10/07,7,2007,0.5784,0.035,0.122,0.001,2.276,85.93,22.29,1.302,2.15,27.45,0.053,51.2,,5.42,133,0
Midpoint,7/17/07,7,2007,0.5837,0.04,0.119,0.007,2.512,90.23,0.03,0.057,2.39,27.96,0.103,53,,5.59,140,0
Midpoint,7/25/07,7,2007,0.5617,0.0025,0.001,0.001,2.276,74.89,66.58,1.668,2.27,26.6,0.256,52.7,,5.4,148,0
Midpoint,7/31/07,7,2007,0.559,0.129,,0.001,,,62.88,,,,,,,,154,8.89
Midpoint,8/6/07,8,2007,0.5357,0.0826,,0.001,,,87.75,,,,,,,,160,1.27
Midpoint,8/22/07,8,2007,0.5727,0.036,0.906,0.012,1.897,30.47,387.36,22.045,0.98,30.54,1.39,,,3.78,176,22.098
Midpoint,8/30/07,8,2007,0.5362,0.0346,1.3,0.007,2.751,45.51,490.77,24.371,1.44,25.89,4.885,91.6,,3.96,184,0
Midpoint,9/5/07,9,2007,0.5213,0.00424,1.97,0.019,3.898,58.06,587.72,28.382,1.91,23.4,2.15,111.7,,3.73,190,0
Midpoint,9/12/07,9,2007,0.5312,0.0064,2.72,0.052,3.917,43.65,679.51,41.566,1.14,26.45,2.565,108.2,,3.74,197,0
Midpoint,9/18/07,9,2007,0.5475,0.00344,,0.064,,,701,,,22.26,3.029,110,,3.49,203,0
Midpoint,9/25/07,9,2007,0.5567,0.0271,3.31,0.05,3.83,21.09,756.64,54.121,0.47,22.56,3.137,4.5,,3.73,210,0
Midpoint,10/3/07,10,2007,0.5328,0.00391,3.49,0.01,4.321,28.45,912.43,59.455,0.82,25.01,3.496,43.7,,3.3,218,0
Midpoint,10/10/07,10,2007,0.5681,0.00282,3.96,0.05,5.166,45.45,1101.76,74.623,1.16,23.6,3.848,3.9,,3.76,225,0
Midpoint,10/17/07,10,2007,0.5724,0,3.49,0.04,4.587,20.053,1215.07,93.334,1.06,0.829861111,4.611,7.4,,3.44,232,0
Midpoint,10/24/07,10,2007,0.5487,0.0502,3.4,0.04,4.3736,21.406,1280.34,99.608,0.93,22.91,4.708,66.6,,3.29,239,0
Midpoint,11/1/07,11,2007,0.5546,0.0155,4.83,0.09,,,755.93,62.769,,17.23,3.949,12.5,,3.12,247,0
Midpoint,11/7/07,11,2007,0.5365,0.00396,5.02,0.03,6.0346,16.951,1101.15,68.38,0.98,11.91,3.891,52,,3.36,253,0
Midpoint,11/14/07,11,2007,0.5204,0.00421,5.48,0.03,6.1325,12.309,1024.97,63.418,0.62,13.88,3.938,,,4.25,260,0
Midpoint,11/20/07,11,2007,0.525,0.00471,5.05,0.04,6.5395,14.96,1002.1,58.861,1.45,11.85,3.643,56.7,,3.28,266,0
Midpoint,11/29/07,11,2007,0.5072,0.00411,5.28,0.04,5.9015,10.6689,759.06,54.378,0.58,11.55,3.54,46.1,,3.48,275,0
Midpoint,12/6/07,12,2007,0.4853,0.0025,0.289,0.04,,,986.22,55.579,,8.77,3.664,84.7,,3.6,282,0
Midpoint,12/13/07,12,2007,0.4615,0.00332,5.21,0.063,6.3173,9.7141,1022,64.812,1.04,14.78,3.709,76,,3.58,289,0
Midpoint,12/23/07,12,2007,0.5169,0.00264,3.54,0.083,5.0699,13.134,841.24,46.986,1.45,10.45,3.293,115.6,,3.36,299,0
Midpoint,12/28/07,12,2007,0.545,0.0025,3.15,0.11,3.7994,10.7085,782.71,44.412,0.54,10.07,2.973,98.9,,3.25,304,0
Midpoint,1/4/08,1,2008,0.5228,0.0025,2.38,0.057,3.0393,8.3028,833.03,41.866,0.6,5.05,2.947,61.9,,3.24,311,0
Midpoint,1/9/08,1,2008,0.5133,0.00273,2.41,0.095,3.0844,9.8923,873.62,45.076,0.58,10.07,2.911,,,3.82,316,0
Midpoint,1/16/08,1,2008,0.5158,0.00255,1.89,0.064,2.5212,8.4425,834.49,42.112,0.57,6.15,2.605,109,,3.05,323,0
Midpoint,1/24/08,1,2008,0.5728,0.00342,0.838,0.22,1.5884,12.133,606.72,30.286,0.53,8.09,2.24,103.1,,3.32,331,2.794
Midpoint,1/31/08,1,2008,0.5464,0.00305,0.864,0.095,1.3574,8.7197,717.33,33.457,0.4,6.74,2.284,78.3,,3.18,338,0.254
Midpoint,2/7/08,2,2008,0.5475,0.00468,0.433,0.079,1.00067,9.5755,693.68,32.469,0.49,15.21,2.154,121.5,,3.23,345,0
Midpoint,2/14/08,2,2008,0.6008,0,,0.09,0.75801,9.6998,639.73,29.953,0.67,,,,,,352,34.29
Midpoint,2/21/08,2,2008,0.6378,0.00412,0.0151,,0.59191,11.803,,,0.58,,,,,,359,0
Midpoint,2/28/08,2,2008,0.6936,0.0005,0.5,0.034,0.81334,15.477,189,10.18,0.28,,,,,,366,0
Midpoint,3/7/08,3,2008,0.7365,0.0122,0.0001,,,,,,,,,,,,374,0
Midpoint,3/13/08,3,2008,,0.00608,0.0001,,,,,,,,,,,,380,0
Midpoint,3/20/08,3,2008,,0.0117,0.0001,,,,,,,,,,,,387,1.524
Midpoint,3/27/08,3,2008,0.7212,0.014,0.0001,,,,,,,,0.349,,,,394,0
Midpoint,4/2/08,4,2008,0.7109,0.0025,0.12,0.029,1.285,28.97,103.53,16.974,1.14,,,,,,400,2.794
Midpoint,4/9/08,4,2008,0.8492,0.0025,0.0451,0.087,2.3,38.62,45.67,12.188,2.17,,,,,,407,0.254
Midpoint,4/17/08,4,2008,0.7997,0.0025,0.061,0.243,2.058298,31.9044,47.86,21.504,1.75,14.24,0.226,62.6,,2.2,415,0
Midpoint,4/24/08,4,2008,0.881,0.0025,0.0538,0.037,2.073564,35.06246,32.8,9.088,1.98,22.66,0.157,51,,3.94,422,0
Midpoint,5/1/08,5,2008,0.8714,0.005,0.0001,0.035,1.852207,34.75722,24.42,12.369,1.82,21.48,0.134,46.7,,4.57,429,0
Midpoint,5/7/08,5,2008,0.8254,0.0118,0.176,0.03,1.848,44.36,28.32,12.641,1.64,21.02,0.151,21.7,,4.74,435,0.254
Midpoint,5/15/08,5,2008,0.8103,0.00558,0.0761,0.031,1.588,41.38,36.11,17.359,1.48,16.17,0.222,12,,2.8,443,0
Midpoint,5/22/08,5,2008,0.7896,0.0143,0.131,0.031,1.912,47.18,41.3,11.81,1.75,18.82,0.182,2.5,,2.85,450,0.254
Midpoint,5/29/08,5,2008,0.7567,0.0025,0.103,0.037,1.649,41.79,43.4,10.772,1.51,18.02,0.186,23.7,,2.45,457,11.176
Midpoint,6/5/08,6,2008,0.7056,0.0025,0.00544,0.031,1.655,41.59,50.92,10.515,1.62,23.68,0.201,6.8,,,464,0
Midpoint,6/12/08,6,2008,0.6252,0.0025,0.0025,0.001,2.013,48.69,55.22,9.156,2.01,27.96,0.23,27.3,,5.59,471,0
Midpoint,6/19/08,6,2008,0.5782,0.0025,0.347,0.054,2.282,49.79,58.98,7.388,1.88,23.97,0.244,3.6,,5.24,478,0
Midpoint,6/26/08,6,2008,0.5223,0.0025,0.584,0.046,2.742,50.62,44.09,15.39,2.11,,,,,,485,0
Midpoint,7/3/08,7,2008,0.4456,0.0025,0.335,0.05,2.042,41.3,90.22,10.214,1.66,26.48,0.269,12.9,,4.38,492,0
Midpoint,7/10/08,7,2008,0.407,0.0025,1.19,0.049,2.499,32.04,127.44,10.273,1.26,26.41,0.335,3,,5.48,499,12.192
Midpoint,7/17/08,7,2008,0.3604,0.0025,0.796,0.065,2.458,37.41,217.95,9.817,1.6,29.49,0.246,65.3,,5.5,506,0
Midpoint,7/24/08,7,2008,0.378,0.0025,2.42,0.057,3.994,46.44,71.68,5.212,1.52,24.93,0.29,39.2,,4.89,513,9.652
Midpoint,7/31/08,7,2008,0.3489,0.0025,2.54,0.05,3.929,40.93,106.7,6.373,1.34,32.8,0.395,59,,6.06,520,1.778
Midpoint,8/7/08,8,2008,0.2939,0.0025,2.92,0.067,4.615,40.77,129.39,5.968,1.63,30.1,0.409,21.4,,3.37,527,0
Midpoint,8/14/08,8,2008,0.3049,0.0025,3.12,0.024,,,203.17,14.685,,29.08,0.478,80.4,,5.35,534,3.302
Midpoint,8/28/08,8,2008,0.2059,0.0025,1.28,0.081,2.222,18.65,62.97,23.607,0.86,,,,,,548,23.622
Midpoint,9/4/08,9,2008,0.2449,0.0025,1.18,0.054,2.958,42,81.55,27.403,1.72,30.62,0.552,45.5,,5.35,555,0
Midpoint,9/11/08,9,2008,0.2836,0.0025,1.39,0.06,1.973,15.99,453.44,17.517,0.52,,,,,,562,1.777996537
Midpoint,9/18/08,9,2008,0.2465,0.0025,1.25,0.071,2.697002,13.52,715.05,20.265,1.38,27.87,1.657,48,,4.1,569,0
Midpoint,9/25/08,9,2008,0.2132,0.0025,1.97,0.105,3.279554,9.919,518.54,16.942,1.2,24.04,1.04,60.1,,4.6,576,0
Midpoint,10/2/08,10,2008,0.2432,0.0025,1.97,0.08,3.195296,7.635,823.9,24.028,1.14,21.62,1.953,32.7,,4.9,583,11.684
Midpoint,10/8/08,10,2008,0.2082,0.0025,2.85,0.093,4.222574,8.51,1142.52,39.167,1.28,18.28,3.06,60.4,,4.55,589,0
Midpoint,10/16/08,10,2008,0.1972,0.0025,2.55,0.085,3.691358,6.672,1118.98,36.586,1.06,12.39,2.997,27.1,,4.32,597,0
Midpoint,10/23/08,10,2008,0.1961,0.0025,2.22,0.079,2.759,5.021,1186.82,41.605,0.46,13.65,2.91,70,,3.68,604,0
Midpoint,10/30/08,10,2008,0.1901,0.0025,2.19,0.09,2.28,4.693,1099.18,34.622,0,10.39,2.93,86.5,,4.31,611,0
Midpoint,11/6/08,11,2008,0.3374,0.0025,,,2.955,6.886,,,2.96,15.15,2.643,68.4,,3.48,618,28.956
Midpoint,11/14/08,11,2008,0.3428,0.0025,1.07,0.083,1.51,6.058,910.71,27.577,0.36,13.46,2.266,62.1,,3.87,626,7.112000138
Midpoint,11/20/08,11,2008,0.3487,0.0025,0.783,0.081,1.16,5.692,923.05,29.61,0.3,7.07,2.275,106.4,,3.69,632,0.254000013
Midpoint,11/26/08,11,2008,0.3449,0.0025,0.655,0.082,1.352,7.472,913.13,27.633,0.62,6.46,2.211,6.6,,3.95,638,0
Midpoint,12/4/08,12,2008,0.4384,0.0025,1.09,0.346,1.9,14.9,575.18,28.236,0.46,8.66,1.869,55.1,,4.38,646,0
Midpoint,12/10/08,12,2008,0.4507,0.0025,0.546,0.166,1.493,18.92,460.91,27.234,0.78,12.82,1.869,40,,4.44,652,0.76200004
Midpoint,12/15/08,12,2008,0.5782,0.0025,,0.001,0.4436,13.47,463.43,17.75,0.44,11.12,1.355,122.9,,3.8,660,0.508000026
Midpoint,12/25/08,12,2008,0.5556,0.0025,0.0976,0.053,1.316,29.83,189.43,14.377,1.16,6.92,1.38,77.4,,4.85,667,2.540000074
Midpoint,1/3/09,1,2009,0.5518,0.0025,0.0027,0.093,0.7858,14.04,877.56,36.253,0.69,5.27,1.213,81.6,,5.49,676,0.254000013
Midpoint,1/8/09,1,2009,0.5808,0.0025,0.0025,0.102,0.6572,14.28,455.15,17.714,0.55,8.23,1.097,66.4,,4.5,681,0
Midpoint,1/15/09,1,2009,0.6082,0.0025,0.0338,0.062,0.9435,22.1,276.5,14.79,0.85,6.46,0.693,56.9,,5.15,688,0.254000013
Midpoint,1/23/09,1,2009,0.612,0.0025,0.15,0.001,1.18,24.12,131.3,8.988,1.03,4.84,0.568,62.7,,6.25,696,0
Midpoint,1/29/09,1,2009,0.6077,0.0025,0.005,0.05,1.135,28.7,137.06,8.959,1.08,10.7,0.473,50.6,,4.66,702,0.254000013
Midpoint,2/5/09,2,2009,0.5926,0.0025,0.0025,0.001,1.017,27.66,131.82,8.174,1.01,4.81,0.434,74.6,,4.73,709,0
Midpoint,2/12/09,2,2009,0.5864,0.0025,0.0025,0.001,1.046,32.82,115.13,8.425,1.04,15.7,0.408,71.1,,4.64,716,0
Midpoint,2/18/09,2,2009,0.5778,0.0025,0.0165,0.001,1.319,33.05,116.78,7.904,1.3,7.35,0.41,45,,4.53,722,8.636000101
Midpoint,2/26/09,2,2009,0.5693,0.0025,0.0025,0.001,1.347,34.43,122.15,8.468,1.34,8.44,0.552,41.8,,6.45,730,0
Midpoint,3/5/09,3,2009,0.657,0.0025,0.0025,0.049,1.131,34.25,57.25,10.017,1.08,7.85,0.381,90.8,,4.86,737,0.254000013
Midpoint,3/12/09,3,2009,0.6286,0.0025,0.0025,0.048,1.261,38.58,45.19,12.05,1.21,14.18,0.212,69.6,,4.13,744,0.254000013
Midpoint,3/19/09,3,2009,0.6915,0.0025,0.0025,0.046,1.421,37.6,53.11,6.802,1.37,10.54,0.255,49.7,,4.37,751,0
Midpoint,3/25/09,3,2009,0.6872,0.0025,0.0025,0.044,1.246,34.17,93.74,3.757,1.2,9.73,0.333,79.4,,3.47,757,0.254000013
Midpoint,4/2/09,4,2009,0.7439,0.0025,0.0025,0.043,1.159,39.01,23.9,5.603,1.11,15.86,0.176,47.6,,3.38,765,2.794000146
Midpoint,4/8/09,4,2009,0.7254,0.0078,0.0025,0.039,1.588,41.21,61.75,4.127,1.55,11.92,0.234,35.6,,3.55,771,0
Midpoint,4/16/09,4,2009,0.7204,0.0025,0.0025,0.038,1.426,41.29,37.73,6.953,1.39,12.81,0.168,30.8,,4.68,779,0
Midpoint,4/22/09,4,2009,0.7057,0.0025,0.0399,0.011,1.624817518,42.22,59.94,3.402,1.57,18.35,0.238,34,,3.58,785,0.508000026
Midpoint,4/30/09,4,2009,0.6798,0.0101,0.0411,0.015,1.812577204,46.48,51.96,3.961,1.76,19.19,0.218,14,,4.93,793,0
Midpoint,5/7/09,5,2009,0.7433,0.0025,0.0214,0.014,1.514317799,39.28,57.74,2.305,1.48,20.63,0.29,4.8,,4.14,800,22.09800004
Midpoint,5/14/09,5,2009,0.7066,0.0025,0.0283,0.017,1.649971926,41.5,60.38,2.086,1.6,18.67,0.245,11,,3.25,807,0
Midpoint,5/21/09,5,2009,0.7871,0.005222487,0.001772865,0.013,,26.56,55.39,1.091,,18.55,0.233,7,,3.8,814,0
Midpoint,5/28/09,5,2009,0.7485,0.005534125,0.005952304,0.012,1.649,30.99,56.31,1.278,1.63,23.64,0.226,5.9,,3.96,821,0
Midpoint,6/4/09,6,2009,0.6836,0.008800249,0.00718793,0.029,1.65,37.51,65.24,1.084,1.61,24.28,0.261,3.8,,4.14,828,1.778000034
Midpoint,6/11/09,6,2009,0.7311,0.003350982,0.001850129,0.023,1.202,28.93,,,1.18,24.84,0.202,22.5,,4.08,835,0
Midpoint,6/18/09,6,2009,0.6847,0.000977,0.00098346,0.021,1.19,29.52,57.03,,1.17,24.15,0.215,17.2,,3.98,842,3.809999966
Midpoint,6/25/09,6,2009,0.6806,0.00116,0.00043179,0.003,1.166,30.22,58.88,,1.16,25.53,0.222,7.3,,4.02,849,0.254000013
Midpoint,7/2/09,7,2009,0.6542,0.00134,0.095821,0.04,1.566,33.04,47.75,0.67,1.43,21.17,0.21,2.7,,4,856,0.254000013
Midpoint,7/9/09,7,2009,0.8638,0.00486,0.00256889,0.01,0.993,27.57,34.4,0.194,0.98,26.45,0.136,48.7,,4.65,863,0.508000026
Midpoint,7/16/09,7,2009,0.8606,0.000984,0.00047652,0.008,0.9932,26.33,24.16,0.604,0.98,23.1,0.046,3.9,,2.3,870,0
Midpoint,7/23/09,7,2009,0.9016,0.0025,0.0025,0.007,0.9232,25.86,14.16,0.577,0.91,28.09,0.067,73.9,,3.75,877,3.810000024
Midpoint,7/30/09,7,2009,0.8513,0.0025,0.010596776,0.008,1.052,26.4,14.12,2.728,1.03,30.77,0.072,49.8,,4.09,884,0.254000013
Midpoint,8/7/09,8,2009,0.9165,0.0025,0.007734672,0.018,1.137,34.67,16.31,3.329,1.11,30.53,0.086,57.7,,4.54,892,1.016000053
Midpoint,8/13/09,8,2009,0.9035,0.0025,0.025528609,0.008,1.266,35.48,16.53,4.854,1.23,26.98,0.092,35.9,,5.14,898,9.652000386
Midpoint,8/20/09,8,2009,0.8379,0.006651964,0.068009,0.016,1.132,33.33,18.7,4.874,1.05,28.01,0.084,4.7,,4.42,905,0.254000013
Midpoint,8/27/09,8,2009,0.8851,0.006417786,0.060194,0.022,1.177,33.97,20.88,5.581,1.1,27.42,0.11,3.2,,4.52,912,0
Midpoint,9/4/09,9,2009,0.8936,0.006527484,0.0408128,0.02,1.327,37.9,20.98,1.743,1.27,22.71,0.082,12.9,,4.51,920,0
Midpoint,9/11/09,9,2009,1.0199,0.00640845,0.0092402,0.005,0.8825,25.17,15.42,1.848,0.87,21.97,0.07,28.7,,5.02,927,0.254000013
Midpoint,9/17/09,9,2009,0.9207,0.006541488,0.0149712,0.024,1.154,30.18,16.32,3.99,1.12,23.52,0.202,4.5,,3.76,933,0.508000026
Midpoint,9/24/09,9,2009,0.8951,0.0025,0.009084,0.011,1.205,32.53,19.63,7.469,1.18,25.08,0.107,9.9,,5.05,940,0.254000013
Midpoint,10/1/09,10,2009,0.8726,0.0025,0.0606,0.033,1.326,33.59,20.28,6.016,1.23,19.1,0.11,10.9,,5.06,947,0.254000013
Midpoint,10/8/09,10,2009,0.8468,0.0025,0.060779351,0.021,1.258,30.63,21.6,6.2,1.18,19.42,0.113,19.7,,5.4,954,0.254000013
Midpoint,10/15/09,10,2009,0.8401,0.0025,0.07238,0.067,1.686,36.17,23.94,4.333,1.55,17.2,0.12,7.8,,4.9,961,7.366000151
Midpoint,10/22/09,10,2009,0.8512,0.0025,0.142076,0.013,1.841,38.45,24.08,5.373,1.69,15.08,0.125,29.4,,4.41,968,0.508000026
Midpoint,10/29/09,10,2009,0.7296,0.0025,0.066532,0.002,2.022,45.91,25.5,3.58,1.95,17.72,0.121,20.8,,4.4,975,0
Midpoint,11/5/09,11,2009,0.794,0.0025,0.126116,0.006,1.821,40.68,22.72,4.165,1.69,17.73,0.115,57.1,,3.88,982,0.254000013
Midpoint,11/19/09,11,2009,1.145,0.007377305,0.0025,0.001,0.960885609,19.67,8.61,4.333,0.96,16.44,0.055,21.8,,3.82,996,0.254000013
Midpoint,11/25/09,11,2009,1.0432,0.0025,0.015134169,0.001,1.028782288,20.02,9.99,2.184,1.01,14.77,0.123,19,,4.81,1002,0.508000026
Midpoint,12/3/09,12,2009,0.9455,0.006741486,0.152971279,0.001,1.408118081,39.09,14.33,4.442,1.25,10.69,0.104,16.6,,4.33,1010,6.35000004
Midpoint,12/10/09,12,2009,1.0141,0.0025,0.138213714,0.201,1.342205323,34.02,16.61,11.005,1,12.23,0.102,45.2,,4.37,1017,0.761999981
Midpoint,12/19/09,12,2009,0.8962,0.0025,0.214281543,0.046,1.135614702,34.54,20.67,10.916,0.88,8.5,0.105,63.9,,5.06,1026,11.68400043
Midpoint,12/26/09,12,2009,0.9568,0.0025,0.04678592,0.038,0.983523447,25.575,12.28,5.237,0.9,10.77,0.072,74.4,,3.51,1033,22.60600042
Midpoint,12/30/09,12,2009,0.9622,0.0025,0.036061303,0.081,1.015209126,28.23,13.56,6.691,0.9,4.62,0.094,62.1,,5.6,1037,0
Midpoint,1/7/10,1,2010,0.8934,0.0025,0.053794857,0.251,1.098859316,27.47,14.96,10.817,0.79,3.83,0.1,58.2,,5.7,1045,0.251612413
Midpoint,1/14/10,1,2010,0.8241,0.0025,0.056347826,0.058,1.219,28.59,17.47,13.943,1.1,4.32,0.11,111.2,,5.75,1052,0.503224826
Midpoint,1/21/10,1,2010,0.8589,0.0025,0.086753261,0.012,1.0627,30.11,17.47,11.346,0.96,8.11,0.096,61.6,,5.77,1059,15.85158151
Midpoint,1/28/10,1,2010,0.9448,0.0025,0.045079467,0.618,1.581,23.3,17.24,16.757,0.92,10.55,0.11,65.3,,5.39,1066,0.251612413
Midpoint,2/3/10,2,2010,0.9423,0.0025,0.040004179,0.403,1.269,21.83,16.12,15.591,0.83,7.18,0.102,111.6,,5.86,1072,2.516124131
Midpoint,2/11/10,2,2010,0.9824,0.0025,0.013806243,0.447,0.9195,16.65,12.29,12.429,0.46,7.23,0.085,101.3,,5.76,1080,0.251612413
Midpoint,2/17/10,2,2010,0.8691,0.0025,0.0212405,0.278,0.7812,19.91,13.03,12.873,0.48,7.75,0.09,83.4,,4.59,1086,0.251612413
Midpoint,2/25/10,2,2010,0.826,0.0025,0.060241143,0.013,0.9231,28.26,14.5,9.069,0.85,8.96,0.086,86.4,,3.71,1094,4.025798552
Midpoint,3/3/10,3,2010,0.8591,0.0025,0.033600753,0.009,1.097,37.79,14.62,7.283,1.05,6.18,0.08,123.1,,4.26,1100,13.58706979
Midpoint,3/10/10,3,2010,0.8393,0.0025,0.031219811,0.235,0.9984,26.04,14.43,11.908,0.73,16.4,0.091,146.8,,5.25,1107,1.761286892
Midpoint,3/18/10,3,2010,0.8394,0.0025,0.2456776,0.116,1.263,26.72,13.16,9.063,0.9,13.87,0.09,76.3,,3.32,1115,0
Midpoint,3/25/10,3,2010,0.79,0.0025,0.119238107,0.009,1.29,32.72,16.35,4.334,1.16,17.54,0.087,109.5,,3.68,1122,0.251612413
Midpoint,4/1/10,4,2010,0.7995,0.0025,0.053992354,0.008,1.371,36.74,18.37,2.007,1.31,19.48,0.088,54.2,,3.57,1129,0.251612413
Midpoint,4/15/10,4,2010,0.7309,0.0025,0.0025,0.005,1.415,42.4,21.04,1.258,1.41,20.06,0.098,77.9,,4.15,1143,0
Midpoint,4/20/10,4,2010,0.6977,0.0025,0.0025,0.003,1.552,47.14,22.98,0.895,1.55,20.67,0.105,43.6,,4.16,1148,0
Midpoint,4/29/10,4,2010,0.67,0.007743435,0.042088006,0.001,1.289,48.03,25.14,1.047,1.25,20.05,0.114,52.6,,3.94,1157,0.503224826
Midpoint,5/5/10,5,2010,0.6608,0.01563928,0.0713646,0.041,1.566,52.54,27.42,1.101,1.45,25.66,0.123,25.8,,4.25,1163,0.503224826
Midpoint,5/13/10,5,2010,0.6367,0.0041608,0.0340236,0.034,1.826,53.12,28.15,0.892,1.76,21.6,0.127,53.4,,3.88,1171,25.91607734
Midpoint,5/19/10,5,2010,0.6586,0.00274266,0.0281703,0.027,1.79,47.93,26.79,0.736,1.74,22.37,0.12,36.3,,4.16,1177,0.754837239
Midpoint,5/27/10,5,2010,0.7193,0.003074,0.0449247,0.055,1.631,37.35,18.9,0.649,1.53,26.57,0.09,45.9,,3.99,1185,0.251612413
Midpoint,6/3/10,6,2010,0.6693,0.0055554,0.0854145,0.024,1.566,42.47,20.39,0.755,1.46,28.71,0.096,38.3,,4.13,1192,0.251612413
Midpoint,6/10/10,6,2010,0.6487,0.0025,0.093180855,0.026,1.697,44.28,23.8,0.51341312,1.58,20.76,0.099,36.9,,4.09,1199,0.299528302
Midpoint,6/16/10,6,2010,0.5939,0.005337843,0.039550991,0.097,1.525,46.88,21.69,0.509894115,1.39,30.37,0.104,33.2,,4.46,1205,6.489779874
Midpoint,6/24/10,6,2010,0.5174,0.0079574,0.0063917,0.005,1.691,52.49,25.23,0.3205984,1.68,29.23,0.142,7.4,,4.1,1213,0
Midpoint,7/1/10,7,2010,0.5673,0.0025,0.0119498,0.019,1.351,44.22,25.66,0.748052398,1.32,27.21,0.116,28.6,,2.93,1220,5.191823899
